	Match	Place	Latitude	Longitude	Time
468	Sussex vs Kent, County Div 2	County Ground, Hove	50.8279319	-0.168749	09:30 AM  GMT  / 10:30 AM LOCAL
469	Northamptonshire vs Glamorgan, County Div 2	County Ground, Northampton	52.249508	-0.8702200000000001	09:30 AM  GMT  / 10:30 AM LOCAL
470	Nottinghamshire vs Middlesex, County Div 1	Trent Bridge, Nottingham	52.937772	-1.1313849	09:30 AM  GMT  / 10:30 AM LOCAL
471	Somerset vs Warwickshire, County Div 1	County Ground, Taunton	51.015344	-3.106849	09:30 AM  GMT  / 10:30 AM LOCAL
472	Surrey vs Hampshire, County Div 1	Kennington Oval, London	51.4843686	-0.1139201	09:30 AM  GMT  / 10:30 AM LOCAL
473	Yorkshire vs Durham, County Div 1	Headingley, Leeds	53.8215574	-1.5757947	09:30 AM  GMT  / 10:30 AM LOCAL
474	Glamorgan vs Gloucestershire, County Div 2	Sophia Gardens, Cardiff	51.484295	-3.1895088	09:30 AM  GMT  / 10:30 AM LOCAL
475	Kent vs Northamptonshire, County Div 2	Kent County Cricket Ground, Beckenham	51.4193507	-0.0271801	09:30 AM  GMT  / 09:30 AM LOCAL
476	Leicestershire vs Sussex, County Div 2	Grace Road, Leicester	52.5388793	-1.2764178	09:30 AM  GMT  / 10:30 AM LOCAL
477	Nottinghamshire vs Middlesex, County Div 1	Trent Bridge, Nottingham	52.937772	-1.1313849	09:30 AM  GMT  / 10:30 AM LOCAL
478	Somerset vs Warwickshire, County Div 1	County Ground, Taunton	51.015344	-3.106849	09:30 AM  GMT  / 10:30 AM LOCAL
479	Surrey vs Hampshire, County Div 1	Kennington Oval, London	51.4843686	-0.1139201	09:30 AM  GMT  / 10:30 AM LOCAL
480	Yorkshire vs Durham, County Div 1	Headingley, Leeds	53.8215574	-1.5757947	09:30 AM  GMT  / 10:30 AM LOCAL
481	Glamorgan vs Gloucestershire, County Div 2	Sophia Gardens, Cardiff	51.484295	-3.1895088	09:30 AM  GMT  / 10:30 AM LOCAL
482	Kent vs Northamptonshire, County Div 2	Kent County Cricket Ground, Beckenham	51.4193507	-0.0271801	09:30 AM  GMT  / 09:30 AM LOCAL
483	Leicestershire vs Sussex, County Div 2	Grace Road, Leicester	52.5388793	-1.2764178	09:30 AM  GMT  / 10:30 AM LOCAL
484	Nottinghamshire vs Middlesex, County Div 1	Trent Bridge, Nottingham	52.937772	-1.1313849	09:30 AM  GMT  / 10:30 AM LOCAL
485	Somerset vs Warwickshire, County Div 1	County Ground, Taunton	51.015344	-3.106849	09:30 AM  GMT  / 10:30 AM LOCAL
486	Surrey vs Hampshire, County Div 1	Kennington Oval, London	51.4843686	-0.1139201	09:30 AM  GMT  / 10:30 AM LOCAL
487	Yorkshire vs Durham, County Div 1	Headingley, Leeds	53.8215574	-1.5757947	09:30 AM  GMT  / 10:30 AM LOCAL
488	Glamorgan vs Gloucestershire, County Div 2	Sophia Gardens, Cardiff	51.484295	-3.1895088	09:30 AM  GMT  / 10:30 AM LOCAL
489	Kent vs Northamptonshire, County Div 2	Kent County Cricket Ground, Beckenham	51.4193507	-0.0271801	09:30 AM  GMT  / 09:30 AM LOCAL
490	Leicestershire vs Sussex, County Div 2	Grace Road, Leicester	52.5388793	-1.2764178	09:30 AM  GMT  / 10:30 AM LOCAL
491	Nottinghamshire vs Middlesex, County Div 1	Trent Bridge, Nottingham	52.937772	-1.1313849	09:30 AM  GMT  / 10:30 AM LOCAL
492	Somerset vs Warwickshire, County Div 1	County Ground, Taunton	51.015344	-3.106849	09:30 AM  GMT  / 10:30 AM LOCAL
493	Surrey vs Hampshire, County Div 1	Kennington Oval, London	51.4843686	-0.1139201	09:30 AM  GMT  / 10:30 AM LOCAL
494	Yorkshire vs Durham, County Div 1	Headingley, Leeds	53.8215574	-1.5757947	09:30 AM  GMT  / 10:30 AM LOCAL
495	Glamorgan vs Gloucestershire, County Div 2	Sophia Gardens, Cardiff	51.484295	-3.1895088	09:30 AM  GMT  / 10:30 AM LOCAL
496	Kent vs Northamptonshire, County Div 2	Kent County Cricket Ground, Beckenham	51.4193507	-0.0271801	09:30 AM  GMT  / 09:30 AM LOCAL
497	Leicestershire vs Sussex, County Div 2	Grace Road, Leicester	52.5388793	-1.2764178	09:30 AM  GMT  / 10:30 AM LOCAL
498	Durham vs Surrey, County Div 1	Riverside Ground, Chester-le-Street	54.852089	-1.563289	09:30 AM  GMT  / 10:30 AM LOCAL
499	Lancashire vs Middlesex, County Div 1	Old Trafford, Manchester	53.46165999999999	-2.271707	09:30 AM  GMT  / 10:30 AM LOCAL
500	Yorkshire vs Somerset, County Div 1	Headingley, Leeds	53.8215574	-1.5757947	09:30 AM  GMT  / 10:30 AM LOCAL
501	Derbyshire vs Leicestershire, County Div 2	County Ground, Derby	41.3294796	-73.0793568	09:30 AM  GMT  / 10:30 AM LOCAL
502	Essex vs Glamorgan, County Div 2	County Ground, Chelmsford	51.7355868	0.4685497	09:30 AM  GMT  / 10:30 AM LOCAL
503	Northamptonshire vs Gloucestershire, County Div 2	County Ground, Northampton	52.249508	-0.8702200000000001	09:30 AM  GMT  / 10:30 AM LOCAL
504	Sussex vs Worcestershire, County Div 2	County Ground, Hove	50.8279319	-0.168749	09:30 AM  GMT  / 10:30 AM LOCAL
505	Durham vs Surrey, County Div 1	Riverside Ground, Chester-le-Street	54.852089	-1.563289	09:30 AM  GMT  / 10:30 AM LOCAL
506	Lancashire vs Middlesex, County Div 1	Old Trafford, Manchester	53.46165999999999	-2.271707	09:30 AM  GMT  / 10:30 AM LOCAL
507	Yorkshire vs Somerset, County Div 1	Headingley, Leeds	53.8215574	-1.5757947	09:30 AM  GMT  / 10:30 AM LOCAL
508	Derbyshire vs Leicestershire, County Div 2	County Ground, Derby	41.3294796	-73.0793568	09:30 AM  GMT  / 10:30 AM LOCAL
509	Essex vs Glamorgan, County Div 2	County Ground, Chelmsford	51.7355868	0.4685497	09:30 AM  GMT  / 10:30 AM LOCAL
510	Northamptonshire vs Gloucestershire, County Div 2	County Ground, Northampton	52.249508	-0.8702200000000001	09:30 AM  GMT  / 10:30 AM LOCAL
511	Sussex vs Worcestershire, County Div 2	County Ground, Hove	50.8279319	-0.168749	09:30 AM  GMT  / 10:30 AM LOCAL
512	Durham vs Surrey, County Div 1	Riverside Ground, Chester-le-Street	54.852089	-1.563289	09:30 AM  GMT  / 10:30 AM LOCAL
513	Lancashire vs Middlesex, County Div 1	Old Trafford, Manchester	53.46165999999999	-2.271707	09:30 AM  GMT  / 10:30 AM LOCAL
514	Yorkshire vs Somerset, County Div 1	Headingley, Leeds	53.8215574	-1.5757947	09:30 AM  GMT  / 10:30 AM LOCAL
515	Derbyshire vs Leicestershire, County Div 2	County Ground, Derby	41.3294796	-73.0793568	09:30 AM  GMT  / 10:30 AM LOCAL
516	Essex vs Glamorgan, County Div 2	County Ground, Chelmsford	51.7355868	0.4685497	09:30 AM  GMT  / 10:30 AM LOCAL
517	Northamptonshire vs Gloucestershire, County Div 2	County Ground, Northampton	52.249508	-0.8702200000000001	09:30 AM  GMT  / 10:30 AM LOCAL
518	Sussex vs Worcestershire, County Div 2	County Ground, Hove	50.8279319	-0.168749	09:30 AM  GMT  / 10:30 AM LOCAL
519	Durham vs Surrey, County Div 1	Riverside Ground, Chester-le-Street	54.852089	-1.563289	09:30 AM  GMT  / 10:30 AM LOCAL
520	Lancashire vs Middlesex, County Div 1	Old Trafford, Manchester	53.46165999999999	-2.271707	09:30 AM  GMT  / 10:30 AM LOCAL
521	Yorkshire vs Somerset, County Div 1	Headingley, Leeds	53.8215574	-1.5757947	09:30 AM  GMT  / 10:30 AM LOCAL
522	Derbyshire vs Leicestershire, County Div 2	County Ground, Derby	41.3294796	-73.0793568	09:30 AM  GMT  / 10:30 AM LOCAL
523	Essex vs Glamorgan, County Div 2	County Ground, Chelmsford	51.7355868	0.4685497	09:30 AM  GMT  / 10:30 AM LOCAL
524	Northamptonshire vs Gloucestershire, County Div 2	County Ground, Northampton	52.249508	-0.8702200000000001	09:30 AM  GMT  / 10:30 AM LOCAL
525	Sussex vs Worcestershire, County Div 2	County Ground, Hove	50.8279319	-0.168749	09:30 AM  GMT  / 10:30 AM LOCAL
526	TBC vs TBC, Final	Lord's, London	51.5289171	-0.1748869	12:00 AM  GMT  / 01:00 AM LOCAL
527	Hampshire vs Durham, County Div 1	The Rose Bowl, Southampton	50.90970040000001	-1.4043509	09:30 AM  GMT  / 10:30 AM LOCAL
528	Middlesex vs Yorkshire, County Div 1	Lord's, London	51.5289171	-0.1748869	09:30 AM  GMT  / 10:30 AM LOCAL
529	Somerset vs Nottinghamshire, County Div 1	County Ground, Taunton	51.015344	-3.106849	09:30 AM  GMT  / 10:30 AM LOCAL
530	Warwickshire vs Lancashire, County Div 1	Edgbaston, Birmingham	52.4608009	-1.914995	09:30 AM  GMT  / 10:30 AM LOCAL
531	Gloucestershire vs Sussex, County Div 2	County Ground, Bristol	42.0313267	-71.2588834	09:30 AM  GMT  / 10:30 AM LOCAL
532	Kent vs Essex, County Div 2	St Lawrence Ground, Canterbury	51.280233	1.0789089	09:30 AM  GMT  / 10:30 AM LOCAL
533	Leicestershire vs Glamorgan, County Div 2	Grace Road, Leicester	52.5388793	-1.2764178	09:30 AM  GMT  / 10:30 AM LOCAL
534	Worcestershire vs Derbyshire, County Div 2	New Road, Worcester	52.1895713	-2.2282996	09:30 AM  GMT  / 10:30 AM LOCAL
535	Hampshire vs Durham, County Div 1	The Rose Bowl, Southampton	50.90970040000001	-1.4043509	09:30 AM  GMT  / 10:30 AM LOCAL
536	Middlesex vs Yorkshire, County Div 1	Lord's, London	51.5289171	-0.1748869	09:30 AM  GMT  / 10:30 AM LOCAL
537	Somerset vs Nottinghamshire, County Div 1	County Ground, Taunton	51.015344	-3.106849	09:30 AM  GMT  / 10:30 AM LOCAL
538	Warwickshire vs Lancashire, County Div 1	Edgbaston, Birmingham	52.4608009	-1.914995	09:30 AM  GMT  / 10:30 AM LOCAL
539	Gloucestershire vs Sussex, County Div 2	County Ground, Bristol	42.0313267	-71.2588834	09:30 AM  GMT  / 10:30 AM LOCAL
540	Kent vs Essex, County Div 2	St Lawrence Ground, Canterbury	51.280233	1.0789089	09:30 AM  GMT  / 10:30 AM LOCAL
541	Leicestershire vs Glamorgan, County Div 2	Grace Road, Leicester	52.5388793	-1.2764178	09:30 AM  GMT  / 10:30 AM LOCAL
542	Worcestershire vs Derbyshire, County Div 2	New Road, Worcester	52.1895713	-2.2282996	09:30 AM  GMT  / 10:30 AM LOCAL
543	Hampshire vs Durham, County Div 1	The Rose Bowl, Southampton	50.90970040000001	-1.4043509	09:30 AM  GMT  / 10:30 AM LOCAL
544	Middlesex vs Yorkshire, County Div 1	Lord's, London	51.5289171	-0.1748869	09:30 AM  GMT  / 10:30 AM LOCAL
545	Somerset vs Nottinghamshire, County Div 1	County Ground, Taunton	51.015344	-3.106849	09:30 AM  GMT  / 10:30 AM LOCAL
546	Warwickshire vs Lancashire, County Div 1	Edgbaston, Birmingham	52.4608009	-1.914995	09:30 AM  GMT  / 10:30 AM LOCAL
547	Gloucestershire vs Sussex, County Div 2	County Ground, Bristol	42.0313267	-71.2588834	09:30 AM  GMT  / 10:30 AM LOCAL
548	Kent vs Essex, County Div 2	St Lawrence Ground, Canterbury	51.280233	1.0789089	09:30 AM  GMT  / 10:30 AM LOCAL
549	Leicestershire vs Glamorgan, County Div 2	Grace Road, Leicester	52.5388793	-1.2764178	09:30 AM  GMT  / 10:30 AM LOCAL
550	Worcestershire vs Derbyshire, County Div 2	New Road, Worcester	52.1895713	-2.2282996	09:30 AM  GMT  / 10:30 AM LOCAL
551	Hampshire vs Durham, County Div 1	The Rose Bowl, Southampton	50.90970040000001	-1.4043509	09:30 AM  GMT  / 10:30 AM LOCAL
552	Middlesex vs Yorkshire, County Div 1	Lord's, London	51.5289171	-0.1748869	09:30 AM  GMT  / 10:30 AM LOCAL
553	Somerset vs Nottinghamshire, County Div 1	County Ground, Taunton	51.015344	-3.106849	09:30 AM  GMT  / 10:30 AM LOCAL
554	Warwickshire vs Lancashire, County Div 1	Edgbaston, Birmingham	52.4608009	-1.914995	09:30 AM  GMT  / 10:30 AM LOCAL
555	Gloucestershire vs Sussex, County Div 2	County Ground, Bristol	42.0313267	-71.2588834	09:30 AM  GMT  / 10:30 AM LOCAL
556	Kent vs Essex, County Div 2	St Lawrence Ground, Canterbury	51.280233	1.0789089	09:30 AM  GMT  / 10:30 AM LOCAL
557	Leicestershire vs Glamorgan, County Div 2	Grace Road, Leicester	52.5388793	-1.2764178	09:30 AM  GMT  / 10:30 AM LOCAL
558	Worcestershire vs Derbyshire, County Div 2	New Road, Worcester	52.1895713	-2.2282996	09:30 AM  GMT  / 10:30 AM LOCAL
559	Lions vs Cobras, 1st Match	New Wanderers Stadium, Johannesburg	-26.2041028	28.0473051	08:00 AM  GMT  / 10:00 AM LOCAL
560	Titans vs Knights, 2nd Match	SuperSport Park, Centurion	-25.864029	28.0888578	08:00 AM  GMT  / 10:00 AM LOCAL
561	Warriors vs Dolphins, 3rd Match	Buffalo Park, East London	-33.0074906	27.9174813	08:00 AM  GMT  / 10:00 AM LOCAL
562	Lions vs Cobras, 1st Match	New Wanderers Stadium, Johannesburg	-26.2041028	28.0473051	08:00 AM  GMT  / 10:00 AM LOCAL
563	Titans vs Knights, 2nd Match	SuperSport Park, Centurion	-25.864029	28.0888578	08:00 AM  GMT  / 10:00 AM LOCAL
564	Warriors vs Dolphins, 3rd Match	Buffalo Park, East London	-33.0074906	27.9174813	08:00 AM  GMT  / 10:00 AM LOCAL
565	Lions vs Cobras, 1st Match	New Wanderers Stadium, Johannesburg	-26.2041028	28.0473051	08:00 AM  GMT  / 10:00 AM LOCAL
566	Titans vs Knights, 2nd Match	SuperSport Park, Centurion	-25.864029	28.0888578	08:00 AM  GMT  / 10:00 AM LOCAL
567	Warriors vs Dolphins, 3rd Match	Buffalo Park, East London	-33.0074906	27.9174813	08:00 AM  GMT  / 10:00 AM LOCAL
568	Lions vs Cobras, 1st Match	New Wanderers Stadium, Johannesburg	-26.2041028	28.0473051	08:00 AM  GMT  / 10:00 AM LOCAL
569	Titans vs Knights, 2nd Match	SuperSport Park, Centurion	-25.864029	28.0888578	08:00 AM  GMT  / 10:00 AM LOCAL
570	Warriors vs Dolphins, 3rd Match	Buffalo Park, East London	-33.0074906	27.9174813	08:00 AM  GMT  / 10:00 AM LOCAL
571	Dolphins vs Lions, 4th Match	City Oval, Pietermaritzburg	-29.6006068	30.3794118	07:00 AM  GMT  / 09:00 AM LOCAL
572	Knights vs Cobras, 5th Match	Mangaung Oval, Bloemfontein	-29.085214	26.1595761	08:00 AM  GMT  / 10:00 AM LOCAL
573	Warriors vs Titans, 6th Match	St George's Park, Port Elizabeth	-33.8252617	25.6544677	08:00 AM  GMT  / 10:00 AM LOCAL
574	Dolphins vs Lions, 4th Match	City Oval, Pietermaritzburg	-29.6006068	30.3794118	07:00 AM  GMT  / 09:00 AM LOCAL
575	Knights vs Cobras, 5th Match	Mangaung Oval, Bloemfontein	-29.085214	26.1595761	08:00 AM  GMT  / 10:00 AM LOCAL
576	Warriors vs Titans, 6th Match	St George's Park, Port Elizabeth	-33.8252617	25.6544677	08:00 AM  GMT  / 10:00 AM LOCAL
577	Dolphins vs Lions, 4th Match	City Oval, Pietermaritzburg	-29.6006068	30.3794118	07:00 AM  GMT  / 09:00 AM LOCAL
578	Knights vs Cobras, 5th Match	Mangaung Oval, Bloemfontein	-29.085214	26.1595761	08:00 AM  GMT  / 10:00 AM LOCAL
579	Warriors vs Titans, 6th Match	St George's Park, Port Elizabeth	-33.8252617	25.6544677	08:00 AM  GMT  / 10:00 AM LOCAL
580	Dolphins vs Lions, 4th Match	City Oval, Pietermaritzburg	-29.6006068	30.3794118	07:00 AM  GMT  / 09:00 AM LOCAL
581	Knights vs Cobras, 5th Match	Mangaung Oval, Bloemfontein	-29.085214	26.1595761	08:00 AM  GMT  / 10:00 AM LOCAL
582	Warriors vs Titans, 6th Match	St George's Park, Port Elizabeth	-33.8252617	25.6544677	08:00 AM  GMT  / 10:00 AM LOCAL
583	Papua New Guinea vs Namibia, 16th Match	Amini Park, Port Moresby	-9.443800399999999	147.1802671	12:00 AM  GMT  / 10:00 AM LOCAL
584	Papua New Guinea vs Namibia, 16th Match	Amini Park, Port Moresby	-9.443800399999999	147.1802671	12:00 AM  GMT  / 10:00 AM LOCAL
585	Papua New Guinea vs Namibia, 16th Match	Amini Park, Port Moresby	-9.443800399999999	147.1802671	12:00 AM  GMT  / 10:00 AM LOCAL
586	Papua New Guinea vs Namibia, 16th Match	Amini Park, Port Moresby	-9.443800399999999	147.1802671	12:00 AM  GMT  / 10:00 AM LOCAL
587	Dolphins vs Titans, 7th Match	Kingsmead, Durban	-29.8480046	31.0284445	07:00 AM  GMT  / 09:00 AM LOCAL
588	Cobras vs Warriors, 8th Match	Newlands, Cape Town	-33.9789129	18.4483763	08:00 AM  GMT  / 10:00 AM LOCAL
589	Knights vs Lions, 9th Match	Diamond Oval, Kimberley	49.679984	-115.983672	08:00 AM  GMT  / 10:00 AM LOCAL
590	Dolphins vs Titans, 7th Match	Kingsmead, Durban	-29.8480046	31.0284445	07:00 AM  GMT  / 09:00 AM LOCAL
591	Cobras vs Warriors, 8th Match	Newlands, Cape Town	-33.9789129	18.4483763	08:00 AM  GMT  / 10:00 AM LOCAL
592	Knights vs Lions, 9th Match	Diamond Oval, Kimberley	49.679984	-115.983672	08:00 AM  GMT  / 10:00 AM LOCAL
593	Dolphins vs Titans, 7th Match	Kingsmead, Durban	-29.8480046	31.0284445	07:00 AM  GMT  / 09:00 AM LOCAL
594	Cobras vs Warriors, 8th Match	Newlands, Cape Town	-33.9789129	18.4483763	08:00 AM  GMT  / 10:00 AM LOCAL
595	Knights vs Lions, 9th Match	Diamond Oval, Kimberley	49.679984	-115.983672	08:00 AM  GMT  / 10:00 AM LOCAL
596	Papua New Guinea vs Namibia, 29th Match	Amini Park, Port Moresby	-9.443800399999999	147.1802671	12:00 AM  GMT  / 10:00 AM LOCAL
597	Dolphins vs Titans, 7th Match	Kingsmead, Durban	-29.8480046	31.0284445	07:00 AM  GMT  / 09:00 AM LOCAL
598	Cobras vs Warriors, 8th Match	Newlands, Cape Town	-33.9789129	18.4483763	08:00 AM  GMT  / 10:00 AM LOCAL
599	Knights vs Lions, 9th Match	Diamond Oval, Kimberley	49.679984	-115.983672	08:00 AM  GMT  / 10:00 AM LOCAL
600	Papua New Guinea vs Namibia, 30th Match	Amini Park, Port Moresby	-9.443800399999999	147.1802671	12:00 AM  GMT  / 10:00 AM LOCAL
601	Kenya vs Hong Kong, 31st Match	TBC, TBC	36.0845812	-111.3797378	12:00 AM  GMT  / 05:30 AM LOCAL
602	Kenya vs Hong Kong, 32nd Match	TBC, TBC	36.0845812	-111.3797378	12:00 AM  GMT  / 05:30 AM LOCAL
603	Dolphins vs Knights, 10th Match	Kingsmead, Durban	-29.8480046	31.0284445	07:00 AM  GMT  / 09:00 AM LOCAL
604	Cobras vs Titans, 11th Match	Newlands, Cape Town	-33.9789129	18.4483763	08:00 AM  GMT  / 10:00 AM LOCAL
605	Lions vs Warriors, 12th Match	Senwes Park, Potchefstroom	-26.7145297	27.0970475	08:00 AM  GMT  / 10:00 AM LOCAL
606	Dolphins vs Knights, 10th Match	Kingsmead, Durban	-29.8480046	31.0284445	07:00 AM  GMT  / 09:00 AM LOCAL
607	Cobras vs Titans, 11th Match	Newlands, Cape Town	-33.9789129	18.4483763	08:00 AM  GMT  / 10:00 AM LOCAL
608	Lions vs Warriors, 12th Match	Senwes Park, Potchefstroom	-26.7145297	27.0970475	08:00 AM  GMT  / 10:00 AM LOCAL
609	Dolphins vs Knights, 10th Match	Kingsmead, Durban	-29.8480046	31.0284445	07:00 AM  GMT  / 09:00 AM LOCAL
610	Cobras vs Titans, 11th Match	Newlands, Cape Town	-33.9789129	18.4483763	08:00 AM  GMT  / 10:00 AM LOCAL
611	Lions vs Warriors, 12th Match	Senwes Park, Potchefstroom	-26.7145297	27.0970475	08:00 AM  GMT  / 10:00 AM LOCAL
612	Dolphins vs Knights, 10th Match	Kingsmead, Durban	-29.8480046	31.0284445	07:00 AM  GMT  / 09:00 AM LOCAL
613	Cobras vs Titans, 11th Match	Newlands, Cape Town	-33.9789129	18.4483763	08:00 AM  GMT  / 10:00 AM LOCAL
614	Lions vs Warriors, 12th Match	Senwes Park, Potchefstroom	-26.7145297	27.0970475	08:00 AM  GMT  / 10:00 AM LOCAL
615	South African Invitation XI vs Sri Lanka, 3-day practice match	Senwes Park, Potchefstroom	-26.7145297	27.0970475	08:00 AM  GMT  / 10:00 AM LOCAL
616	South African Invitation XI vs Sri Lanka, 3-day practice match	Senwes Park, Potchefstroom	-26.7145297	27.0970475	08:00 AM  GMT  / 10:00 AM LOCAL
617	South African Invitation XI vs Sri Lanka, 3-day practice match	Senwes Park, Potchefstroom	-26.7145297	27.0970475	08:00 AM  GMT  / 10:00 AM LOCAL
618	Cobras vs Dolphins, 13th Match	Boland Park, Paarl	-33.7143719	18.9810746	08:00 AM  GMT  / 10:00 AM LOCAL
619	Knights vs Warriors, 14th Match	Mangaung Oval, Bloemfontein	-29.085214	26.1595761	08:00 AM  GMT  / 10:00 AM LOCAL
620	Lions vs Titans, 15th Match	New Wanderers Stadium, Johannesburg	-26.2041028	28.0473051	08:00 AM  GMT  / 10:00 AM LOCAL
621	Cobras vs Dolphins, 13th Match	Boland Park, Paarl	-33.7143719	18.9810746	08:00 AM  GMT  / 10:00 AM LOCAL
622	Knights vs Warriors, 14th Match	Mangaung Oval, Bloemfontein	-29.085214	26.1595761	08:00 AM  GMT  / 10:00 AM LOCAL
623	Lions vs Titans, 15th Match	New Wanderers Stadium, Johannesburg	-26.2041028	28.0473051	08:00 AM  GMT  / 10:00 AM LOCAL
624	Cobras vs Dolphins, 13th Match	Boland Park, Paarl	-33.7143719	18.9810746	08:00 AM  GMT  / 10:00 AM LOCAL
625	Knights vs Warriors, 14th Match	Mangaung Oval, Bloemfontein	-29.085214	26.1595761	08:00 AM  GMT  / 10:00 AM LOCAL
626	Lions vs Titans, 15th Match	New Wanderers Stadium, Johannesburg	-26.2041028	28.0473051	08:00 AM  GMT  / 10:00 AM LOCAL
627	Cobras vs Dolphins, 13th Match	Boland Park, Paarl	-33.7143719	18.9810746	08:00 AM  GMT  / 10:00 AM LOCAL
628	Knights vs Warriors, 14th Match	Mangaung Oval, Bloemfontein	-29.085214	26.1595761	08:00 AM  GMT  / 10:00 AM LOCAL
